feature_key,feature_layer,feature,metric,family,lane,bit,control_bit,scope,n_pairs,fail_to_pass_n,fail_to_pass_median_delta,fail_to_pass_median_delta_abs,fail_to_pass_abs_improved,fail_to_pass_abs_worsened,fail_to_pass_sign_flip,pass_to_fail_n,pass_to_fail_median_delta,pass_to_fail_median_delta_abs,pass_to_fail_abs_improved,pass_to_fail_abs_worsened,pass_to_fail_sign_flip,fail_to_fail_n,fail_to_fail_median_delta,fail_to_fail_median_delta_abs,fail_to_fail_abs_improved,fail_to_fail_abs_worsened,fail_to_fail_sign_flip,pass_to_pass_n,pass_to_pass_median_delta,pass_to_pass_median_delta_abs,pass_to_pass_abs_improved,pass_to_pass_abs_worsened,pass_to_pass_sign_flip,transition_delta_contrast,transition_abs_delta_contrast,contrast_score
json::json_site_y_median__oserdes_data__lane0__dq6__ctrl_none__sites__value_ps,json,json_site_y_median__oserdes_data__lane0__dq6__ctrl_none__sites__value_ps,json_site_y_median,oserdes_data,lane0,dq6,,sites,45,18,0.0,0.0,0,0,0,11,0.0,0.0,0,0,0,6,0.0,0.0,0,0,0,10,0.0,0.0,0,0,0,0.0,0.0,0.0
json::json_site_y_median__oserdes_data__lane0__dq7__ctrl_none__sites__value_ps,json,json_site_y_median__oserdes_data__lane0__dq7__ctrl_none__sites__value_ps,json_site_y_median,oserdes_data,lane0,dq7,,sites,45,18,0.0,0.0,0,0,0,11,0.0,0.0,0,0,0,6,0.0,0.0,0,0,0,10,0.0,0.0,0,0,0,0.0,0.0,0.0
json::json_site_y_median__oserdes_data__lane1__dq10__ctrl_none__sites__value_ps,json,json_site_y_median__oserdes_data__lane1__dq10__ctrl_none__sites__value_ps,json_site_y_median,oserdes_data,lane1,dq10,,sites,45,18,0.0,0.0,0,0,0,11,0.0,0.0,0,0,0,6,0.0,0.0,0,0,0,10,0.0,0.0,0,0,0,0.0,0.0,0.0
json::json_site_y_median__oserdes_data__lane1__dq11__ctrl_none__sites__value_ps,json,json_site_y_median__oserdes_data__lane1__dq11__ctrl_none__sites__value_ps,json_site_y_median,oserdes_data,lane1,dq11,,sites,45,18,0.0,0.0,0,0,0,11,0.0,0.0,0,0,0,6,0.0,0.0,0,0,0,10,0.0,0.0,0,0,0,0.0,0.0,0.0
json::json_site_y_median__oserdes_data__lane1__dq12__ctrl_none__sites__value_ps,json,json_site_y_median__oserdes_data__lane1__dq12__ctrl_none__sites__value_ps,json_site_y_median,oserdes_data,lane1,dq12,,sites,45,18,0.0,0.0,0,0,0,11,0.0,0.0,0,0,0,6,0.0,0.0,0,0,0,10,0.0,0.0,0,0,0,0.0,0.0,0.0
json::json_site_y_median__oserdes_data__lane1__dq13__ctrl_none__sites__value_ps,json,json_site_y_median__oserdes_data__lane1__dq13__ctrl_none__sites__value_ps,json_site_y_median,oserdes_data,lane1,dq13,,sites,45,18,0.0,0.0,0,0,0,11,0.0,0.0,0,0,0,6,0.0,0.0,0,0,0,10,0.0,0.0,0,0,0,0.0,0.0,0.0
json::json_site_y_median__oserdes_data__lane1__dq14__ctrl_none__sites__value_ps,json,json_site_y_median__oserdes_data__lane1__dq14__ctrl_none__sites__value_ps,json_site_y_median,oserdes_data,lane1,dq14,,sites,45,18,0.0,0.0,0,0,0,11,0.0,0.0,0,0,0,6,0.0,0.0,0,0,0,10,0.0,0.0,0,0,0,0.0,0.0,0.0
json::json_site_y_median__oserdes_data__lane1__dq15__ctrl_none__sites__value_ps,json,json_site_y_median__oserdes_data__lane1__dq15__ctrl_none__sites__value_ps,json_site_y_median,oserdes_data,lane1,dq15,,sites,45,18,0.0,0.0,0,0,0,11,0.0,0.0,0,0,0,6,0.0,0.0,0,0,0,10,0.0,0.0,0,0,0,0.0,0.0,0.0
json::json_site_y_median__oserdes_data__lane1__dq8__ctrl_none__sites__value_ps,json,json_site_y_median__oserdes_data__lane1__dq8__ctrl_none__sites__value_ps,json_site_y_median,oserdes_data,lane1,dq8,,sites,45,18,0.0,0.0,0,0,0,11,0.0,0.0,0,0,0,6,0.0,0.0,0,0,0,10,0.0,0.0,0,0,0,0.0,0.0,0.0
json::json_site_y_median__oserdes_data__lane1__dq9__ctrl_none__sites__value_ps,json,json_site_y_median__oserdes_data__lane1__dq9__ctrl_none__sites__value_ps,json_site_y_median,oserdes_data,lane1,dq9,,sites,45,18,0.0,0.0,0,0,0,11,0.0,0.0,0,0,0,6,0.0,0.0,0,0,0,10,0.0,0.0,0,0,0,0.0,0.0,0.0
json::json_site_y_median__oserdes_dqs__lane0__dqs0__ctrl_none__sites__value_ps,json,json_site_y_median__oserdes_dqs__lane0__dqs0__ctrl_none__sites__value_ps,json_site_y_median,oserdes_dqs,lane0,dqs0,,sites,45,18,0.0,0.0,0,0,0,11,0.0,0.0,0,0,0,6,0.0,0.0,0,0,0,10,0.0,0.0,0,0,0,0.0,0.0,0.0
json::json_site_y_median__oserdes_dqs__lane1__dqs1__ctrl_none__sites__value_ps,json,json_site_y_median__oserdes_dqs__lane1__dqs1__ctrl_none__sites__value_ps,json_site_y_median,oserdes_dqs,lane1,dqs1,,sites,45,18,0.0,0.0,0,0,0,11,0.0,0.0,0,0,0,6,0.0,0.0,0,0,0,10,0.0,0.0,0,0,0,0.0,0.0,0.0
json::json_site_y_spread__cntvaluein_data_lut__all__no_bit__ctrl_0__sites__value_ps,json,json_site_y_spread__cntvaluein_data_lut__all__no_bit__ctrl_0__sites__value_ps,json_site_y_spread,cntvaluein_data_lut,all,,0,sites,45,18,0.0,0.0,0,0,0,11,0.0,0.0,0,0,0,6,0.0,0.0,0,0,0,10,0.0,0.0,0,0,0,0.0,0.0,0.0
json::json_site_y_spread__cntvaluein_dqs_lut__all__no_bit__ctrl_0__sites__value_ps,json,json_site_y_spread__cntvaluein_dqs_lut__all__no_bit__ctrl_0__sites__value_ps,json_site_y_spread,cntvaluein_dqs_lut,all,,0,sites,45,18,0.0,0.0,0,0,0,11,0.0,0.0,0,0,0,6,0.0,0.0,0,0,0,10,0.0,0.0,0,0,0,0.0,0.0,0.0
json::json_site_y_spread__cntvaluein_dqs_lut__all__no_bit__ctrl_none__sites__value_ps,json,json_site_y_spread__cntvaluein_dqs_lut__all__no_bit__ctrl_none__sites__value_ps,json_site_y_spread,cntvaluein_dqs_lut,all,,,sites,45,18,0.0,0.0,0,0,0,11,0.0,0.0,0,0,0,6,0.0,0.0,0,0,0,10,0.0,0.0,0,0,0,0.0,0.0,0.0
json::json_site_y_spread__idelay_data__lane0__dq0__ctrl_none__sites__value_ps,json,json_site_y_spread__idelay_data__lane0__dq0__ctrl_none__sites__value_ps,json_site_y_spread,idelay_data,lane0,dq0,,sites,45,18,0.0,0.0,0,0,0,11,0.0,0.0,0,0,0,6,0.0,0.0,0,0,0,10,0.0,0.0,0,0,0,0.0,0.0,0.0
json::json_site_y_spread__idelay_data__lane0__dq1__ctrl_none__sites__value_ps,json,json_site_y_spread__idelay_data__lane0__dq1__ctrl_none__sites__value_ps,json_site_y_spread,idelay_data,lane0,dq1,,sites,45,18,0.0,0.0,0,0,0,11,0.0,0.0,0,0,0,6,0.0,0.0,0,0,0,10,0.0,0.0,0,0,0,0.0,0.0,0.0
json::json_site_y_spread__idelay_data__lane0__dq2__ctrl_none__sites__value_ps,json,json_site_y_spread__idelay_data__lane0__dq2__ctrl_none__sites__value_ps,json_site_y_spread,idelay_data,lane0,dq2,,sites,45,18,0.0,0.0,0,0,0,11,0.0,0.0,0,0,0,6,0.0,0.0,0,0,0,10,0.0,0.0,0,0,0,0.0,0.0,0.0
json::json_site_y_spread__idelay_data__lane0__dq3__ctrl_none__sites__value_ps,json,json_site_y_spread__idelay_data__lane0__dq3__ctrl_none__sites__value_ps,json_site_y_spread,idelay_data,lane0,dq3,,sites,45,18,0.0,0.0,0,0,0,11,0.0,0.0,0,0,0,6,0.0,0.0,0,0,0,10,0.0,0.0,0,0,0,0.0,0.0,0.0
json::json_site_y_spread__idelay_data__lane0__dq4__ctrl_none__sites__value_ps,json,json_site_y_spread__idelay_data__lane0__dq4__ctrl_none__sites__value_ps,json_site_y_spread,idelay_data,lane0,dq4,,sites,45,18,0.0,0.0,0,0,0,11,0.0,0.0,0,0,0,6,0.0,0.0,0,0,0,10,0.0,0.0,0,0,0,0.0,0.0,0.0
json::json_site_y_spread__idelay_data__lane0__dq5__ctrl_none__sites__value_ps,json,json_site_y_spread__idelay_data__lane0__dq5__ctrl_none__sites__value_ps,json_site_y_spread,idelay_data,lane0,dq5,,sites,45,18,0.0,0.0,0,0,0,11,0.0,0.0,0,0,0,6,0.0,0.0,0,0,0,10,0.0,0.0,0,0,0,0.0,0.0,0.0
json::json_site_y_spread__idelay_data__lane0__dq6__ctrl_none__sites__value_ps,json,json_site_y_spread__idelay_data__lane0__dq6__ctrl_none__sites__value_ps,json_site_y_spread,idelay_data,lane0,dq6,,sites,45,18,0.0,0.0,0,0,0,11,0.0,0.0,0,0,0,6,0.0,0.0,0,0,0,10,0.0,0.0,0,0,0,0.0,0.0,0.0
json::json_site_y_spread__idelay_data__lane0__dq7__ctrl_none__sites__value_ps,json,json_site_y_spread__idelay_data__lane0__dq7__ctrl_none__sites__value_ps,json_site_y_spread,idelay_data,lane0,dq7,,sites,45,18,0.0,0.0,0,0,0,11,0.0,0.0,0,0,0,6,0.0,0.0,0,0,0,10,0.0,0.0,0,0,0,0.0,0.0,0.0
json::json_site_y_spread__idelay_data__lane1__dq10__ctrl_none__sites__value_ps,json,json_site_y_spread__idelay_data__lane1__dq10__ctrl_none__sites__value_ps,json_site_y_spread,idelay_data,lane1,dq10,,sites,45,18,0.0,0.0,0,0,0,11,0.0,0.0,0,0,0,6,0.0,0.0,0,0,0,10,0.0,0.0,0,0,0,0.0,0.0,0.0
json::json_site_y_spread__idelay_data__lane1__dq11__ctrl_none__sites__value_ps,json,json_site_y_spread__idelay_data__lane1__dq11__ctrl_none__sites__value_ps,json_site_y_spread,idelay_data,lane1,dq11,,sites,45,18,0.0,0.0,0,0,0,11,0.0,0.0,0,0,0,6,0.0,0.0,0,0,0,10,0.0,0.0,0,0,0,0.0,0.0,0.0
json::json_site_y_spread__idelay_data__lane1__dq12__ctrl_none__sites__value_ps,json,json_site_y_spread__idelay_data__lane1__dq12__ctrl_none__sites__value_ps,json_site_y_spread,idelay_data,lane1,dq12,,sites,45,18,0.0,0.0,0,0,0,11,0.0,0.0,0,0,0,6,0.0,0.0,0,0,0,10,0.0,0.0,0,0,0,0.0,0.0,0.0
json::json_site_y_spread__idelay_data__lane1__dq13__ctrl_none__sites__value_ps,json,json_site_y_spread__idelay_data__lane1__dq13__ctrl_none__sites__value_ps,json_site_y_spread,idelay_data,lane1,dq13,,sites,45,18,0.0,0.0,0,0,0,11,0.0,0.0,0,0,0,6,0.0,0.0,0,0,0,10,0.0,0.0,0,0,0,0.0,0.0,0.0
json::json_site_y_spread__idelay_data__lane1__dq14__ctrl_none__sites__value_ps,json,json_site_y_spread__idelay_data__lane1__dq14__ctrl_none__sites__value_ps,json_site_y_spread,idelay_data,lane1,dq14,,sites,45,18,0.0,0.0,0,0,0,11,0.0,0.0,0,0,0,6,0.0,0.0,0,0,0,10,0.0,0.0,0,0,0,0.0,0.0,0.0
json::json_site_y_spread__idelay_data__lane1__dq15__ctrl_none__sites__value_ps,json,json_site_y_spread__idelay_data__lane1__dq15__ctrl_none__sites__value_ps,json_site_y_spread,idelay_data,lane1,dq15,,sites,45,18,0.0,0.0,0,0,0,11,0.0,0.0,0,0,0,6,0.0,0.0,0,0,0,10,0.0,0.0,0,0,0,0.0,0.0,0.0
json::json_site_y_spread__idelay_data__lane1__dq8__ctrl_none__sites__value_ps,json,json_site_y_spread__idelay_data__lane1__dq8__ctrl_none__sites__value_ps,json_site_y_spread,idelay_data,lane1,dq8,,sites,45,18,0.0,0.0,0,0,0,11,0.0,0.0,0,0,0,6,0.0,0.0,0,0,0,10,0.0,0.0,0,0,0,0.0,0.0,0.0
json::json_site_y_spread__idelay_data__lane1__dq9__ctrl_none__sites__value_ps,json,json_site_y_spread__idelay_data__lane1__dq9__ctrl_none__sites__value_ps,json_site_y_spread,idelay_data,lane1,dq9,,sites,45,18,0.0,0.0,0,0,0,11,0.0,0.0,0,0,0,6,0.0,0.0,0,0,0,10,0.0,0.0,0,0,0,0.0,0.0,0.0
json::json_site_y_spread__idelay_dqs__lane0__dqs0__ctrl_none__sites__value_ps,json,json_site_y_spread__idelay_dqs__lane0__dqs0__ctrl_none__sites__value_ps,json_site_y_spread,idelay_dqs,lane0,dqs0,,sites,45,18,0.0,0.0,0,0,0,11,0.0,0.0,0,0,0,6,0.0,0.0,0,0,0,10,0.0,0.0,0,0,0,0.0,0.0,0.0
json::json_site_y_spread__idelay_dqs__lane1__dqs1__ctrl_none__sites__value_ps,json,json_site_y_spread__idelay_dqs__lane1__dqs1__ctrl_none__sites__value_ps,json_site_y_spread,idelay_dqs,lane1,dqs1,,sites,45,18,0.0,0.0,0,0,0,11,0.0,0.0,0,0,0,6,0.0,0.0,0,0,0,10,0.0,0.0,0,0,0,0.0,0.0,0.0
json::json_site_y_spread__idelayctrl__all__no_bit__ctrl_none__sites__value_ps,json,json_site_y_spread__idelayctrl__all__no_bit__ctrl_none__sites__value_ps,json_site_y_spread,idelayctrl,all,,,sites,45,18,0.0,0.0,0,0,0,11,0.0,0.0,0,0,0,6,0.0,0.0,0,0,0,10,0.0,0.0,0,0,0,0.0,0.0,0.0
json::json_site_y_spread__iserdes_data__lane0__dq0__ctrl_none__sites__value_ps,json,json_site_y_spread__iserdes_data__lane0__dq0__ctrl_none__sites__value_ps,json_site_y_spread,iserdes_data,lane0,dq0,,sites,45,18,0.0,0.0,0,0,0,11,0.0,0.0,0,0,0,6,0.0,0.0,0,0,0,10,0.0,0.0,0,0,0,0.0,0.0,0.0
json::json_site_y_spread__iserdes_data__lane0__dq1__ctrl_none__sites__value_ps,json,json_site_y_spread__iserdes_data__lane0__dq1__ctrl_none__sites__value_ps,json_site_y_spread,iserdes_data,lane0,dq1,,sites,45,18,0.0,0.0,0,0,0,11,0.0,0.0,0,0,0,6,0.0,0.0,0,0,0,10,0.0,0.0,0,0,0,0.0,0.0,0.0
json::json_site_y_spread__iserdes_data__lane0__dq2__ctrl_none__sites__value_ps,json,json_site_y_spread__iserdes_data__lane0__dq2__ctrl_none__sites__value_ps,json_site_y_spread,iserdes_data,lane0,dq2,,sites,45,18,0.0,0.0,0,0,0,11,0.0,0.0,0,0,0,6,0.0,0.0,0,0,0,10,0.0,0.0,0,0,0,0.0,0.0,0.0
json::json_site_y_spread__iserdes_data__lane0__dq3__ctrl_none__sites__value_ps,json,json_site_y_spread__iserdes_data__lane0__dq3__ctrl_none__sites__value_ps,json_site_y_spread,iserdes_data,lane0,dq3,,sites,45,18,0.0,0.0,0,0,0,11,0.0,0.0,0,0,0,6,0.0,0.0,0,0,0,10,0.0,0.0,0,0,0,0.0,0.0,0.0
json::json_site_y_spread__iserdes_data__lane0__dq4__ctrl_none__sites__value_ps,json,json_site_y_spread__iserdes_data__lane0__dq4__ctrl_none__sites__value_ps,json_site_y_spread,iserdes_data,lane0,dq4,,sites,45,18,0.0,0.0,0,0,0,11,0.0,0.0,0,0,0,6,0.0,0.0,0,0,0,10,0.0,0.0,0,0,0,0.0,0.0,0.0
json::json_site_y_spread__iserdes_data__lane0__dq5__ctrl_none__sites__value_ps,json,json_site_y_spread__iserdes_data__lane0__dq5__ctrl_none__sites__value_ps,json_site_y_spread,iserdes_data,lane0,dq5,,sites,45,18,0.0,0.0,0,0,0,11,0.0,0.0,0,0,0,6,0.0,0.0,0,0,0,10,0.0,0.0,0,0,0,0.0,0.0,0.0
json::json_site_y_spread__iserdes_data__lane0__dq6__ctrl_none__sites__value_ps,json,json_site_y_spread__iserdes_data__lane0__dq6__ctrl_none__sites__value_ps,json_site_y_spread,iserdes_data,lane0,dq6,,sites,45,18,0.0,0.0,0,0,0,11,0.0,0.0,0,0,0,6,0.0,0.0,0,0,0,10,0.0,0.0,0,0,0,0.0,0.0,0.0
json::json_site_y_spread__iserdes_data__lane0__dq7__ctrl_none__sites__value_ps,json,json_site_y_spread__iserdes_data__lane0__dq7__ctrl_none__sites__value_ps,json_site_y_spread,iserdes_data,lane0,dq7,,sites,45,18,0.0,0.0,0,0,0,11,0.0,0.0,0,0,0,6,0.0,0.0,0,0,0,10,0.0,0.0,0,0,0,0.0,0.0,0.0
json::json_site_y_spread__iserdes_data__lane1__dq10__ctrl_none__sites__value_ps,json,json_site_y_spread__iserdes_data__lane1__dq10__ctrl_none__sites__value_ps,json_site_y_spread,iserdes_data,lane1,dq10,,sites,45,18,0.0,0.0,0,0,0,11,0.0,0.0,0,0,0,6,0.0,0.0,0,0,0,10,0.0,0.0,0,0,0,0.0,0.0,0.0
json::json_site_y_spread__iserdes_data__lane1__dq11__ctrl_none__sites__value_ps,json,json_site_y_spread__iserdes_data__lane1__dq11__ctrl_none__sites__value_ps,json_site_y_spread,iserdes_data,lane1,dq11,,sites,45,18,0.0,0.0,0,0,0,11,0.0,0.0,0,0,0,6,0.0,0.0,0,0,0,10,0.0,0.0,0,0,0,0.0,0.0,0.0
json::json_site_y_spread__iserdes_data__lane1__dq12__ctrl_none__sites__value_ps,json,json_site_y_spread__iserdes_data__lane1__dq12__ctrl_none__sites__value_ps,json_site_y_spread,iserdes_data,lane1,dq12,,sites,45,18,0.0,0.0,0,0,0,11,0.0,0.0,0,0,0,6,0.0,0.0,0,0,0,10,0.0,0.0,0,0,0,0.0,0.0,0.0
json::json_site_y_spread__iserdes_data__lane1__dq13__ctrl_none__sites__value_ps,json,json_site_y_spread__iserdes_data__lane1__dq13__ctrl_none__sites__value_ps,json_site_y_spread,iserdes_data,lane1,dq13,,sites,45,18,0.0,0.0,0,0,0,11,0.0,0.0,0,0,0,6,0.0,0.0,0,0,0,10,0.0,0.0,0,0,0,0.0,0.0,0.0
json::json_site_y_spread__iserdes_data__lane1__dq14__ctrl_none__sites__value_ps,json,json_site_y_spread__iserdes_data__lane1__dq14__ctrl_none__sites__value_ps,json_site_y_spread,iserdes_data,lane1,dq14,,sites,45,18,0.0,0.0,0,0,0,11,0.0,0.0,0,0,0,6,0.0,0.0,0,0,0,10,0.0,0.0,0,0,0,0.0,0.0,0.0
json::json_site_y_spread__iserdes_data__lane1__dq15__ctrl_none__sites__value_ps,json,json_site_y_spread__iserdes_data__lane1__dq15__ctrl_none__sites__value_ps,json_site_y_spread,iserdes_data,lane1,dq15,,sites,45,18,0.0,0.0,0,0,0,11,0.0,0.0,0,0,0,6,0.0,0.0,0,0,0,10,0.0,0.0,0,0,0,0.0,0.0,0.0
json::json_site_y_spread__iserdes_data__lane1__dq8__ctrl_none__sites__value_ps,json,json_site_y_spread__iserdes_data__lane1__dq8__ctrl_none__sites__value_ps,json_site_y_spread,iserdes_data,lane1,dq8,,sites,45,18,0.0,0.0,0,0,0,11,0.0,0.0,0,0,0,6,0.0,0.0,0,0,0,10,0.0,0.0,0,0,0,0.0,0.0,0.0
json::json_site_y_spread__iserdes_data__lane1__dq9__ctrl_none__sites__value_ps,json,json_site_y_spread__iserdes_data__lane1__dq9__ctrl_none__sites__value_ps,json_site_y_spread,iserdes_data,lane1,dq9,,sites,45,18,0.0,0.0,0,0,0,11,0.0,0.0,0,0,0,6,0.0,0.0,0,0,0,10,0.0,0.0,0,0,0,0.0,0.0,0.0
json::json_site_y_spread__iserdes_dqs__lane0__dqs0__ctrl_none__sites__value_ps,json,json_site_y_spread__iserdes_dqs__lane0__dqs0__ctrl_none__sites__value_ps,json_site_y_spread,iserdes_dqs,lane0,dqs0,,sites,45,18,0.0,0.0,0,0,0,11,0.0,0.0,0,0,0,6,0.0,0.0,0,0,0,10,0.0,0.0,0,0,0,0.0,0.0,0.0
json::json_site_y_spread__iserdes_dqs__lane1__dqs1__ctrl_none__sites__value_ps,json,json_site_y_spread__iserdes_dqs__lane1__dqs1__ctrl_none__sites__value_ps,json_site_y_spread,iserdes_dqs,lane1,dqs1,,sites,45,18,0.0,0.0,0,0,0,11,0.0,0.0,0,0,0,6,0.0,0.0,0,0,0,10,0.0,0.0,0,0,0,0.0,0.0,0.0
json::json_site_y_spread__oserdes_data__lane0__dq0__ctrl_none__sites__value_ps,json,json_site_y_spread__oserdes_data__lane0__dq0__ctrl_none__sites__value_ps,json_site_y_spread,oserdes_data,lane0,dq0,,sites,45,18,0.0,0.0,0,0,0,11,0.0,0.0,0,0,0,6,0.0,0.0,0,0,0,10,0.0,0.0,0,0,0,0.0,0.0,0.0
json::json_site_y_spread__oserdes_data__lane0__dq1__ctrl_none__sites__value_ps,json,json_site_y_spread__oserdes_data__lane0__dq1__ctrl_none__sites__value_ps,json_site_y_spread,oserdes_data,lane0,dq1,,sites,45,18,0.0,0.0,0,0,0,11,0.0,0.0,0,0,0,6,0.0,0.0,0,0,0,10,0.0,0.0,0,0,0,0.0,0.0,0.0
json::json_site_y_spread__oserdes_data__lane0__dq2__ctrl_none__sites__value_ps,json,json_site_y_spread__oserdes_data__lane0__dq2__ctrl_none__sites__value_ps,json_site_y_spread,oserdes_data,lane0,dq2,,sites,45,18,0.0,0.0,0,0,0,11,0.0,0.0,0,0,0,6,0.0,0.0,0,0,0,10,0.0,0.0,0,0,0,0.0,0.0,0.0
json::json_site_y_spread__oserdes_data__lane0__dq3__ctrl_none__sites__value_ps,json,json_site_y_spread__oserdes_data__lane0__dq3__ctrl_none__sites__value_ps,json_site_y_spread,oserdes_data,lane0,dq3,,sites,45,18,0.0,0.0,0,0,0,11,0.0,0.0,0,0,0,6,0.0,0.0,0,0,0,10,0.0,0.0,0,0,0,0.0,0.0,0.0
json::json_site_y_spread__oserdes_data__lane0__dq4__ctrl_none__sites__value_ps,json,json_site_y_spread__oserdes_data__lane0__dq4__ctrl_none__sites__value_ps,json_site_y_spread,oserdes_data,lane0,dq4,,sites,45,18,0.0,0.0,0,0,0,11,0.0,0.0,0,0,0,6,0.0,0.0,0,0,0,10,0.0,0.0,0,0,0,0.0,0.0,0.0
json::json_site_y_spread__oserdes_data__lane0__dq5__ctrl_none__sites__value_ps,json,json_site_y_spread__oserdes_data__lane0__dq5__ctrl_none__sites__value_ps,json_site_y_spread,oserdes_data,lane0,dq5,,sites,45,18,0.0,0.0,0,0,0,11,0.0,0.0,0,0,0,6,0.0,0.0,0,0,0,10,0.0,0.0,0,0,0,0.0,0.0,0.0
json::json_site_y_spread__oserdes_data__lane0__dq6__ctrl_none__sites__value_ps,json,json_site_y_spread__oserdes_data__lane0__dq6__ctrl_none__sites__value_ps,json_site_y_spread,oserdes_data,lane0,dq6,,sites,45,18,0.0,0.0,0,0,0,11,0.0,0.0,0,0,0,6,0.0,0.0,0,0,0,10,0.0,0.0,0,0,0,0.0,0.0,0.0
json::json_site_y_spread__oserdes_data__lane0__dq7__ctrl_none__sites__value_ps,json,json_site_y_spread__oserdes_data__lane0__dq7__ctrl_none__sites__value_ps,json_site_y_spread,oserdes_data,lane0,dq7,,sites,45,18,0.0,0.0,0,0,0,11,0.0,0.0,0,0,0,6,0.0,0.0,0,0,0,10,0.0,0.0,0,0,0,0.0,0.0,0.0
json::json_site_y_spread__oserdes_data__lane1__dq10__ctrl_none__sites__value_ps,json,json_site_y_spread__oserdes_data__lane1__dq10__ctrl_none__sites__value_ps,json_site_y_spread,oserdes_data,lane1,dq10,,sites,45,18,0.0,0.0,0,0,0,11,0.0,0.0,0,0,0,6,0.0,0.0,0,0,0,10,0.0,0.0,0,0,0,0.0,0.0,0.0
json::json_site_y_spread__oserdes_data__lane1__dq11__ctrl_none__sites__value_ps,json,json_site_y_spread__oserdes_data__lane1__dq11__ctrl_none__sites__value_ps,json_site_y_spread,oserdes_data,lane1,dq11,,sites,45,18,0.0,0.0,0,0,0,11,0.0,0.0,0,0,0,6,0.0,0.0,0,0,0,10,0.0,0.0,0,0,0,0.0,0.0,0.0
json::json_site_y_spread__oserdes_data__lane1__dq12__ctrl_none__sites__value_ps,json,json_site_y_spread__oserdes_data__lane1__dq12__ctrl_none__sites__value_ps,json_site_y_spread,oserdes_data,lane1,dq12,,sites,45,18,0.0,0.0,0,0,0,11,0.0,0.0,0,0,0,6,0.0,0.0,0,0,0,10,0.0,0.0,0,0,0,0.0,0.0,0.0
json::json_site_y_spread__oserdes_data__lane1__dq13__ctrl_none__sites__value_ps,json,json_site_y_spread__oserdes_data__lane1__dq13__ctrl_none__sites__value_ps,json_site_y_spread,oserdes_data,lane1,dq13,,sites,45,18,0.0,0.0,0,0,0,11,0.0,0.0,0,0,0,6,0.0,0.0,0,0,0,10,0.0,0.0,0,0,0,0.0,0.0,0.0
json::json_site_y_spread__oserdes_data__lane1__dq14__ctrl_none__sites__value_ps,json,json_site_y_spread__oserdes_data__lane1__dq14__ctrl_none__sites__value_ps,json_site_y_spread,oserdes_data,lane1,dq14,,sites,45,18,0.0,0.0,0,0,0,11,0.0,0.0,0,0,0,6,0.0,0.0,0,0,0,10,0.0,0.0,0,0,0,0.0,0.0,0.0
json::json_site_y_spread__oserdes_data__lane1__dq15__ctrl_none__sites__value_ps,json,json_site_y_spread__oserdes_data__lane1__dq15__ctrl_none__sites__value_ps,json_site_y_spread,oserdes_data,lane1,dq15,,sites,45,18,0.0,0.0,0,0,0,11,0.0,0.0,0,0,0,6,0.0,0.0,0,0,0,10,0.0,0.0,0,0,0,0.0,0.0,0.0
json::json_site_y_spread__oserdes_data__lane1__dq8__ctrl_none__sites__value_ps,json,json_site_y_spread__oserdes_data__lane1__dq8__ctrl_none__sites__value_ps,json_site_y_spread,oserdes_data,lane1,dq8,,sites,45,18,0.0,0.0,0,0,0,11,0.0,0.0,0,0,0,6,0.0,0.0,0,0,0,10,0.0,0.0,0,0,0,0.0,0.0,0.0
json::json_site_y_spread__oserdes_data__lane1__dq9__ctrl_none__sites__value_ps,json,json_site_y_spread__oserdes_data__lane1__dq9__ctrl_none__sites__value_ps,json_site_y_spread,oserdes_data,lane1,dq9,,sites,45,18,0.0,0.0,0,0,0,11,0.0,0.0,0,0,0,6,0.0,0.0,0,0,0,10,0.0,0.0,0,0,0,0.0,0.0,0.0
json::json_site_y_spread__oserdes_dqs__lane0__dqs0__ctrl_none__sites__value_ps,json,json_site_y_spread__oserdes_dqs__lane0__dqs0__ctrl_none__sites__value_ps,json_site_y_spread,oserdes_dqs,lane0,dqs0,,sites,45,18,0.0,0.0,0,0,0,11,0.0,0.0,0,0,0,6,0.0,0.0,0,0,0,10,0.0,0.0,0,0,0,0.0,0.0,0.0
json::json_site_y_spread__oserdes_dqs__lane1__dqs1__ctrl_none__sites__value_ps,json,json_site_y_spread__oserdes_dqs__lane1__dqs1__ctrl_none__sites__value_ps,json_site_y_spread,oserdes_dqs,lane1,dqs1,,sites,45,18,0.0,0.0,0,0,0,11,0.0,0.0,0,0,0,6,0.0,0.0,0,0,0,10,0.0,0.0,0,0,0,0.0,0.0,0.0
json::json_site_y_spread__reset_release_lut__all__no_bit__ctrl_none__sites__value_ps,json,json_site_y_spread__reset_release_lut__all__no_bit__ctrl_none__sites__value_ps,json_site_y_spread,reset_release_lut,all,,,sites,45,18,0.0,0.0,0,0,0,11,0.0,0.0,0,0,0,6,0.0,0.0,0,0,0,10,0.0,0.0,0,0,0,0.0,0.0,0.0
json::json_unique_site_count__calibration_index_lut__all__no_bit__ctrl_none__sites__value_ps,json,json_unique_site_count__calibration_index_lut__all__no_bit__ctrl_none__sites__value_ps,json_unique_site_count,calibration_index_lut,all,,,sites,45,18,0.0,0.0,0,0,0,11,0.0,0.0,0,0,0,6,0.0,0.0,0,0,0,10,0.0,0.0,0,0,0,0.0,0.0,0.0
